State,Law,Intervention,InterventionYear,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
LO,nosyg,removal,2006,4679,4250,5104,4879,4704,4445,3460,4797,4760,4335,4308,3501,3938,2737,3847,3864,4556,5284
LO,ccbackgroundnics,implemented,2014,4679,4250,5104,4879,4704,4445,3460,4797,4760,4335,4308,3501,3938,2737,3847,3864,4556,5284
LO,dvro,implemented,2014,4679,4250,5104,4879,4704,4445,3460,4797,4760,4335,4308,3501,3938,2737,3847,3864,4556,5284
LO,dvrodating,implemented,2014,4679,4250,5104,4879,4704,4445,3460,4797,4760,4335,4308,3501,3938,2737,3847,3864,4556,5284
LO,mcdv,implemented,2014,4679,4250,5104,4879,4704,4445,3460,4797,4760,4335,4308,3501,3938,2737,3847,3864,4556,5284
MD,lockd,implemented,2000,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,2164,2474
MD,microstamp,implemented,2000,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,2164,2474
MD,personalized,implemented,2000,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,2164,2474
MD,training,implemented,2002,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,2164,2474
MD,defactoregh,implemented,2003,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,2164,2474
MD,strawpurchaseh,implemented,2003,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,2164,2474
MD,dvrosurrender,implemented,2009,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,2164,2474
MD,dvrosurrendernoconditions,implemented,2009,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,2164,2474
MD,violent,implemented,2011,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,2164,2474
MD,ammrestrict,implemented,2013,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,2164,2474
MD,assault,implemented,2013,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,2164,2474
MD,assaultlist,implemented,2013,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,2164,2474
MD,assaulttransfer,implemented,2013,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,2164,2474
MD,fingerprint,implemented,2013,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,2164,2474
MD,tenroundlimit,implemented,2013,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,2164,2474
MD,dvrodating,implemented,2015,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,2164,2474
MD,dvrosurrenderdating,implemented,2015,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,2164,2474
MD,microstamp,removal,2015,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,2164,2474
ME,danger,implemented,2008,22,29,22,17,30,35,32,46,44,59,32,48,60,73,39,58,53,74
ME,invcommitment,implemented,2008,22,29,22,17,30,35,32,46,44,59,32,48,60,73,39,58,53,74
ME,ccrevoke,removal,2015,22,29,22,17,30,35,32,46,44,59,32,48,60,73,39,58,53,74
ME,mcdv,implemented,2015,22,29,22,17,30,35,32,46,44,59,32,48,60,73,39,58,53,74
ME,mcdvdating,implemented,2015,22,29,22,17,30,35,32,46,44,59,32,48,60,73,39,58,53,74
ME,permitconcealed,removal,2015,22,29,22,17,30,35,32,46,44,59,32,48,60,73,39,58,53,74
MI,immunity,removal,2000,7938,7547,6343,7048,7219,7099,8839,9181,8627,7918,8251,8231,7679,8407,7658,7435,6695,8401
MI,lockd,implemented,2000,7938,7547,6343,7048,7219,7099,8839,9181,8627,7918,8251,8231,7679,8407,7658,7435,6695,8401
MI,ccbackgroundnics,removal,2001,7938,7547,6343,7048,7219,7099,8839,9181,8627,7918,8251,8231,7679,8407,7658,7435,6695,8401
MI,elementary,implemented,2001,7938,7547,6343,7048,7219,7099,8839,9181,8627,7918,8251,8231,7679,8407,7658,7435,6695,8401
MI,mayissue,removal,2001,7938,7547,6343,7048,7219,7099,8839,9181,8627,7918,8251,8231,7679,8407,7658,7435,6695,8401
MI,showing,removal,2001,7938,7547,6343,7048,7219,7099,8839,9181,8627,7918,8251,8231,7679,8407,7658,7435,6695,8401
MI,nosyg,removal,2006,7938,7547,6343,7048,7219,7099,8839,9181,8627,7918,8251,8231,7679,8407,7658,7435,6695,8401
MI,permith,removal,2012,7938,7547,6343,7048,7219,7099,8839,9181,8627,7918,8251,8231,7679,8407,7658,7435,6695,8401
MI,permitlaw,removal,2012,7938,7547,6343,7048,7219,7099,8839,9181,8627,7918,8251,8231,7679,8407,7658,7435,6695,8401
MI,training,removal,2012,7938,7547,6343,7048,7219,7099,8839,9181,8627,7918,8251,8231,7679,8407,7658,7435,6695,8401
MI,ccbackgroundnics,implemented,2015,7938,7547,6343,7048,7219,7099,8839,9181,8627,7918,8251,8231,7679,8407,7658,7435,6695,8401
MN,ccbackgroundnics,implemented,2003,457,1225,418,418,376,442,518,1452,1369,1226,1175,1058,1177,1161,1257,1208,1444,1635
MN,mayissue,removal,2003,457,1225,418,418,376,442,518,1452,1369,1226,1175,1058,1177,1161,1257,1208,1444,1635
MN,showing,removal,2003,457,1225,418,418,376,442,518,1452,1369,1226,1175,1058,1177,1161,1257,1208,1444,1635
MN,dvro,implemented,2014,457,1225,418,418,376,442,518,1452,1369,1226,1175,1058,1177,1161,1257,1208,1444,1635
MN,dvrodating,implemented,2014,457,1225,418,418,376,442,518,1452,1369,1226,1175,1058,1177,1161,1257,1208,1444,1635
MN,dvroremoval,implemented,2014,457,1225,418,418,376,442,518,1452,1369,1226,1175,1058,1177,1161,1257,1208,1444,1635
MN,dvrosurrender,implemented,2014,457,1225,418,418,376,442,518,1452,1369,1226,1175,1058,1177,1161,1257,1208,1444,1635
MN,dvrosurrenderdating,implemented,2014,457,1225,418,418,376,442,518,1452,1369,1226,1175,1058,1177,1161,1257,1208,1444,1635
MN,dvrosurrendernoconditions,implemented,2014,457,1225,418,418,376,442,518,1452,1369,1226,1175,1058,1177,1161,1257,1208,1444,1635
MN,mcdvremovalallowed,implemented,2014,457,1225,418,418,376,442,518,1452,1369,1226,1175,1058,1177,1161,1257,1208,1444,1635
MN,mcdvremovalrequired,implemented,2014,457,1225,418,418,376,442,518,1452,1369,1226,1175,1058,1177,1161,1257,1208,1444,1635
MN,traffickingprohibited,implemented,2015,457,1225,418,418,376,442,518,1452,1369,1226,1175,1058,1177,1161,1257,1208,1444,1635
MN,traffickingprohibitedh,implemented,2015,457,1225,418,418,376,442,518,1452,1369,1226,1175,1058,1177,1161,1257,1208,1444,1635
MO,ccbackground,removal,2003,4343,4046,4082,3954,3829,4299,5153,5517,3660,5904,5789,5368,5290,5346,5185,5472,6815,7914
MO,ccbackgroundnics,removal,2003,4343,4046,4082,3954,3829,4299,5153,5517,3660,5904,5789,5368,5290,5346,5185,5472,6815,7914
MO,immunity,removal,2003,4343,4046,4082,3954,3829,4299,5153,5517,3660,5904,5789,5368,5290,5346,5185,5472,6815,7914
MO,mayissue,removal,2003,4343,4046,4082,3954,3829,4299,5153,5517,3660,5904,5789,5368,5290,5346,5185,5472,6815,7914
MO,showing,removal,2003,4343,4046,4082,3954,3829,4299,5153,5517,3660,5904,5789,5368,5290,5346,5185,5472,6815,7914
MO,age21handgunsale,removal,2007,4343,4046,4082,3954,3829,4299,5153,5517,3660,5904,5789,5368,5290,5346,5185,5472,6815,7914
MO,backgroundpurge,removal,2007,4343,4046,4082,3954,3829,4299,5153,5517,3660,5904,5789,5368,5290,5346,5185,5472,6815,7914
MO,permith,removal,2007,4343,4046,4082,3954,3829,4299,5153,5517,3660,5904,5789,5368,5290,5346,5185,5472,6815,7914
MO,permitlaw,removal,2007,4343,4046,4082,3954,3829,4299,5153,5517,3660,5904,5789,5368,5290,5346,5185,5472,6815,7914
MO,threedaylimit,removal,2007,4343,4046,4082,3954,3829,4299,5153,5517,3660,5904,5789,5368,5290,5346,5185,5472,6815,7914
MO,universalpermith,removal,2007,4343,4046,4082,3954,3829,4299,5153,5517,3660,5904,5789,5368,5290,5346,5185,5472,6815,7914
MO,ccbackground,implemented,2008,4343,4046,4082,3954,3829,4299,5153,5517,3660,5904,5789,5368,5290,5346,5185,5472,6815,7914
MO,felony,implemented,2008,4343,4046,4082,3954,3829,4299,5153,5517,3660,5904,5789,5368,5290,5346,5185,5472,6815,7914
MO,ccbackgroundnics,implemented,2014,4343,4046,4082,3954,3829,4299,5153,5517,3660,5904,5789,5368,5290,5346,5185,5472,6815,7914
MO,elementary,removal,2014,4343,4046,4082,3954,3829,4299,5153,5517,3660,5904,5789,5368,5290,5346,5185,5472,6815,7914
MO,nosyg,removal,2016,4343,4046,4082,3954,3829,4299,5153,5517,3660,5904,5789,5368,5290,5346,5185,5472,6815,7914
MS,immunity,removal,2003,963,557,816,814,689,867,779,910,792,860,822,888,956,764,771,785,767,902
MS,nosyg,removal,2006,963,557,816,814,689,867,779,910,792,860,822,888,956,764,771,785,767,902
MS,collegeconcealed,removal,2011,963,557,816,814,689,867,779,910,792,860,822,888,956,764,771,785,767,902
MS,elementary,removal,2011,963,557,816,814,689,867,779,910,792,860,822,888,956,764,771,785,767,902
MS,opencarrypermith,removal,2013,963,557,816,814,689,867,779,910,792,860,822,888,956,764,771,785,767,902
MS,ccbackground,removal,2015,963,557,816,814,689,867,779,910,792,860,822,888,956,764,771,785,767,902
MS,ccrevoke,removal,2015,963,557,816,814,689,867,779,910,792,860,822,888,956,764,771,785,767,902
MS,permitconcealed,removal,2015,963,557,816,814,689,867,779,910,792,860,822,888,956,764,771,785,767,902
MT,nosyg,removal,2009,93,85,230,230,300,179,270,215,299,264,297,278,269,280,240,322,425,477
NC,immunity,removal,2002,6340,5966,6023,5861,5586,4204,6628,6804,6060,6658,6110,5677,5843,7186,6127,7220,7582,6878
NC,dvro,implemented,2003,6340,5966,6023,5861,5586,4204,6628,6804,6060,6658,6110,5677,5843,7186,6127,7220,7582,6878
NC,dvrodating,implemented,2003,6340,5966,6023,5861,5586,4204,6628,6804,6060,6658,6110,5677,5843,7186,6127,7220,7582,6878
NC,dvrosurrender,implemented,2003,6340,5966,6023,5861,5586,4204,6628,6804,6060,6658,6110,5677,5843,7186,6127,7220,7582,6878
NC,dvrosurrenderdating,implemented,2003,6340,5966,6023,5861,5586,4204,6628,6804,6060,6658,6110,5677,5843,7186,6127,7220,7582,6878
NC,dvrosurrendernoconditions,implemented,2003,6340,5966,6023,5861,5586,4204,6628,6804,6060,6658,6110,5677,5843,7186,6127,7220,7582,6878
NC,exparte,implemented,2003,6340,5966,6023,5861,5586,4204,6628,6804,6060,6658,6110,5677,5843,7186,6127,7220,7582,6878
NC,expartedating,implemented,2003,6340,5966,6023,5861,5586,4204,6628,6804,6060,6658,6110,5677,5843,7186,6127,7220,7582,6878
NC,expartesurrender,implemented,2003,6340,5966,6023,5861,5586,4204,6628,6804,6060,6658,6110,5677,5843,7186,6127,7220,7582,6878
NC,expartesurrenderdating,implemented,2003,6340,5966,6023,5861,5586,4204,6628,6804,6060,6658,6110,5677,5843,7186,6127,7220,7582,6878
NC,expartesurrendernoconditions,implemented,2003,6340,5966,6023,5861,5586,4204,6628,6804,6060,6658,6110,5677,5843,7186,6127,7220,7582,6878
NC,ccbackgroundnics,implemented,2006,6340,5966,6023,5861,5586,4204,6628,6804,6060,6658,6110,5677,5843,7186,6127,7220,7582,6878
NC,nosyg,removal,2011,6340,5966,6023,5861,5586,4204,6628,6804,6060,6658,6110,5677,5843,7186,6127,7220,7582,6878
NC,ccrevoke,implemented,2013,6340,5966,6023,5861,5586,4204,6628,6804,6060,6658,6110,5677,5843,7186,6127,7220,7582,6878
ND,immunity,removal,2001,6,4,12,8,9,11,18,13,14,15,12,21,31,20,30,46,49,60
ND,alctreatment,implemented,2011,6,4,12,8,9,11,18,13,14,15,12,21,31,20,30,46,49,60
ND,ccbackgroundnics,implemented,2013,6,4,12,8,9,11,18,13,14,15,12,21,31,20,30,46,49,60
NE,incidentremoval,implemented,2004,822,734,541,507,471,503,451,455,494,499,490,531,568,632,635,550,659,763
NE,mayissue,removal,2007,822,734,541,507,471,503,451,455,494,499,490,531,568,632,635,550,659,763
NE,showing,removal,2007,822,734,541,507,471,503,451,455,494,499,490,531,568,632,635,550,659,763
NE,mcdv,implemented,2009,822,734,541,507,471,503,451,455,494,499,490,531,568,632,635,550,659,763
NE,mcdvdating,implemented,2009,822,734,541,507,471,503,451,455,494,499,490,531,568,632,635,550,659,763
NE,preemption,removal,2009,822,734,541,507,471,503,451,455,494,499,490,531,568,632,635,550,659,763
NH,cap14,implemented,2000,20,87,77,87,87,106,112,140,130,167,191,202,171,177,217,227,267,302
NH,cap16,implemented,2000,20,87,77,87,87,106,112,140,130,167,191,202,171,177,217,227,267,302
NH,capuses,implemented,2000,20,87,77,87,87,106,112,140,130,167,191,202,171,177,217,227,267,302
NH,dvro,implemented,2000,20,87,77,87,87,106,112,140,130,167,191,202,171,177,217,227,267,302
NH,dvrodating,implemented,2000,20,87,77,87,87,106,112,140,130,167,191,202,171,177,217,227,267,302
NH,dvrosurrender,implemented,2000,20,87,77,87,87,106,112,140,130,167,191,202,171,177,217,227,267,302
NH,dvrosurrenderdating,implemented,2000,20,87,77,87,87,106,112,140,130,167,191,202,171,177,217,227,267,302
NH,dvrosurrendernoconditions,implemented,2000,20,87,77,87,87,106,112,140,130,167,191,202,171,177,217,227,267,302
NH,preemption,removal,2003,20,87,77,87,87,106,112,140,130,167,191,202,171,177,217,227,267,302
NH,preemptionbroad,removal,2003,20,87,77,87,87,106,112,140,130,167,191,202,171,177,217,227,267,302
NH,preemptionnarrow,removal,2003,20,87,77,87,87,106,112,140,130,167,191,202,171,177,217,227,267,302
NH,immunity,removal,2004,20,87,77,87,87,106,112,140,130,167,191,202,171,177,217,227,267,302
NH,nosyg,removal,2011,20,87,77,87,87,106,112,140,130,167,191,202,171,177,217,227,267,302
NJ,lockd,implemented,2000,2257,2422,2442,2372,2527,2374,2449,2609,2235,2063,1969,2101,2360,2329,2265,2080,1648,2196
NJ,lockp,implemented,2000,2257,2422,2442,2372,2527,2374,2449,2609,2235,2063,1969,2101,2360,2329,2265,2080,1648,2196
NJ,age21handgunpossess,implemented,2001,2257,2422,2442,2372,2527,2374,2449,2609,2235,2063,1969,2101,2360,2329,2265,2080,1648,2196
NJ,age21handgunsale,implemented,2001,2257,2422,2442,2372,2527,2374,2449,2609,2235,2063,1969,2101,2360,2329,2265,2080,1648,2196
NJ,personalized,implemented,2002,2257,2422,2442,2372,2527,2374,2449,2609,2235,2063,1969,2101,2360,2329,2265,2080,1648,2196
NJ,dvro,implemented,2004,2257,2422,2442,2372,2527,2374,2449,2609,2235,2063,1969,2101,2360,2329,2265,2080,1648,2196
NJ,dvrodating,implemented,2004,2257,2422,2442,2372,2527,2374,2449,2609,2235,2063,1969,2101,2360,2329,2265,2080,1648,2196
NJ,incidentall,implemented,2004,2257,2422,2442,2372,2527,2374,2449,2609,2235,2063,1969,2101,2360,2329,2265,2080,1648,2196
NJ,incidentremoval,implemented,2004,2257,2422,2442,2372,2527,2374,2449,2609,2235,2063,1969,2101,2360,2329,2265,2080,1648,2196
NJ,mcdv,implemented,2004,2257,2422,2442,2372,2527,2374,2449,2609,2235,2063,1969,2101,2360,2329,2265,2080,1648,2196
NJ,mcdvdating,implemented,2004,2257,2422,2442,2372,2527,2374,2449,2609,2235,2063,1969,2101,2360,2329,2265,2080,1648,2196
NJ,amm21h,implemented,2008,2257,2422,2442,2372,2527,2374,2449,2609,2235,2063,1969,2101,2360,2329,2265,2080,1648,2196
NJ,ammrestrict,implemented,2008,2257,2422,2442,2372,2527,2374,2449,2609,2235,2063,1969,2101,2360,2329,2265,2080,1648,2196
NJ,loststolen,implemented,2008,2257,2422,2442,2372,2527,2374,2449,2609,2235,2063,1969,2101,2360,2329,2265,2080,1648,2196
NJ,onepermonth,implemented,2010,2257,2422,2442,2372,2527,2374,2449,2609,2235,2063,1969,2101,2360,2329,2265,2080,1648,2196
NM,ccbackground,removal,2001,1803,1725,1645,1783,1434,1683,1639,1604,1531,1742,1596,1669,1755,1582,1361,1861,1996,2092
NM,ccbackgroundnics,removal,2001,1803,1725,1645,1783,1434,1683,1639,1604,1531,1742,1596,1669,1755,1582,1361,1861,1996,2092
NM,ccrenewbackground,removal,2001,1803,1725,1645,1783,1434,1683,1639,1604,1531,1742,1596,1669,1755,1582,1361,1861,1996,2092
NM,ccrevoke,removal,2001,1803,1725,1645,1783,1434,1683,1639,1604,1531,1742,1596,1669,1755,1582,1361,1861,1996,2092
NM,mayissue,removal,2001,1803,1725,1645,1783,1434,1683,1639,1604,1531,1742,1596,1669,1755,1582,1361,1861,1996,2092
NM,showing,removal,2001,1803,1725,1645,1783,1434,1683,1639,1604,1531,1742,1596,1669,1755,1582,1361,1861,1996,2092
NM,college,implemented,2003,1803,1725,1645,1783,1434,1683,1639,1604,1531,1742,1596,1669,1755,1582,1361,1861,1996,2092
NM,collegeconcealed,implemented,2003,1803,1725,1645,1783,1434,1683,1639,1604,1531,1742,1596,1669,1755,1582,1361,1861,1996,2092
NM,ccbackground,implemented,2004,1803,1725,1645,1783,1434,1683,1639,1604,1531,1742,1596,1669,1755,1582,1361,1861,1996,2092
NM,ccrenewbackground,implemented,2004,1803,1725,1645,1783,1434,1683,1639,1604,1531,1742,1596,1669,1755,1582,1361,1861,1996,2092
NM,ccrevoke,implemented,2004,1803,1725,1645,1783,1434,1683,1639,1604,1531,1742,1596,1669,1755,1582,1361,1861,1996,2092
NV,ammrestrict,implemented,2003,756,757,835,1096,1586,1652,1763,2089,2233,1936,1707,1554,1301,1600,1666,1714,2090,2445
NV,invcommitment,implemented,2003,756,757,835,1096,1586,1652,1763,2089,2233,1936,1707,1554,1301,1600,1666,1714,2090,2445
NV,invoutpatient,implemented,2003,756,757,835,1096,1586,1652,1763,2089,2233,1936,1707,1554,1301,1600,1666,1714,2090,2445
NV,ccbackgroundnics,implemented,2011,756,757,835,1096,1586,1652,1763,2089,2233,1936,1707,1554,1301,1600,1666,1714,2090,2445
NV,ccrenewbackground,implemented,2011,756,757,835,1096,1586,1652,1763,2089,2233,1936,1707,1554,1301,1600,1666,1714,2090,2445
NV,nosyg,removal,2011,756,757,835,1096,1586,1652,1763,2089,2233,1936,1707,1554,1301,1600,1666,1714,2090,2445
NV,danger,implemented,2015,756,757,835,1096,1586,1652,1763,2089,2233,1936,1707,1554,1301,1600,1666,1714,2090,2445
NV,drugmisdemeanor,implemented,2015,756,757,835,1096,1586,1652,1763,2089,2233,1936,1707,1554,1301,1600,1666,1714,2090,2445
NV,dvro,implemented,2015,756,757,835,1096,1586,1652,1763,2089,2233,1936,1707,1554,1301,1600,1666,1714,2090,2445
NV,mcdv,implemented,2015,756,757,835,1096,1586,1652,1763,2089,2233,1936,1707,1554,1301,1600,1666,1714,2090,2445
NY,age21handgunpossess,implemented,2000,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,age21handgunsale,implemented,2000,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,amm21h,implemented,2000,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,assault,implemented,2000,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,assaultlist,implemented,2000,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,backgroundpurge,implemented,2000,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,gunshow,implemented,2000,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,gunshowh,implemented,2000,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,lockd,implemented,2000,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,lockstandards,implemented,2000,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,loststolen,implemented,2000,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,magazine,implemented,2000,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,mentalhealth,implemented,2000,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,personalized,implemented,2000,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,tenroundlimit,implemented,2000,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,traffickingprohibited,implemented,2000,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,traffickingprohibitedh,implemented,2000,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,microstamp,implemented,2001,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,personalized,removal,2002,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,dvrodating,implemented,2008,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,dvrosurrenderdating,implemented,2008,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,expartedating,implemented,2008,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,expartesurrenderdating,implemented,2008,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,microstamp,removal,2012,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,assaultregister,implemented,2013,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,assaulttransfer,implemented,2013,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,magazinepreowned,implemented,2013,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,onefeature,implemented,2013,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,recordsallh,implemented,2013,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,relinquishment,implemented,2013,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,universal,implemented,2013,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,universalh,implemented,2013,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,universalpermit,implemented,2013,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,mcdvsurrender,implemented,2014,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,mcdvsurrenderdating,implemented,2014,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
NY,mcdvsurrendernoconditions,implemented,2014,974,1364,1276,1057,1696,1691,2099,2521,2328,2190,2276,2311,2168,2257,5328,5494,5138,4943
OH,immunity,removal,2001,2327,2170,2717,3105,2041,3154,3223,3557,2697,3370,3510,3511,3688,3101,2897,3757,3897,5339
OH,ccbackgroundnics,removal,2004,2327,2170,2717,3105,2041,3154,3223,3557,2697,3370,3510,3511,3688,3101,2897,3757,3897,5339
OH,danger,implemented,2004,2327,2170,2717,3105,2041,3154,3223,3557,2697,3370,3510,3511,3688,3101,2897,3757,3897,5339
OH,invcommitment,implemented,2004,2327,2170,2717,3105,2041,3154,3223,3557,2697,3370,3510,3511,3688,3101,2897,3757,3897,5339
OH,mayissue,removal,2004,2327,2170,2717,3105,2041,3154,3223,3557,2697,3370,3510,3511,3688,3101,2897,3757,3897,5339
OH,preemption,removal,2004,2327,2170,2717,3105,2041,3154,3223,3557,2697,3370,3510,3511,3688,3101,2897,3757,3897,5339
OH,showing,removal,2004,2327,2170,2717,3105,2041,3154,3223,3557,2697,3370,3510,3511,3688,3101,2897,3757,3897,5339
OH,preemptionbroad,removal,2007,2327,2170,2717,3105,2041,3154,3223,3557,2697,3370,3510,3511,3688,3101,2897,3757,3897,5339
OH,preemptionnarrow,removal,2007,2327,2170,2717,3105,2041,3154,3223,3557,2697,3370,3510,3511,3688,3101,2897,3757,3897,5339
OH,drugmisdemeanor,removal,2011,2327,2170,2717,3105,2041,3154,3223,3557,2697,3370,3510,3511,3688,3101,2897,3757,3897,5339
OH,ccbackgroundnics,implemented,2015,2327,2170,2717,3105,2041,3154,3223,3557,2697,3370,3510,3511,3688,3101,2897,3757,3897,5339
OK,nosyg,removal,2006,2013,2078,2173,2109,2071,2159,2546,2477,2239,2464,2449,2347,2089,2202,1950,2044,2522,2827
OK,opencarrypermith,implemented,2012,2013,2078,2173,2109,2071,2159,2546,2477,2239,2464,2449,2347,2089,2202,1950,2044,2522,2827
OK,elementary,removal,2013,2013,2078,2173,2109,2071,2159,2546,2477,2239,2464,2449,2347,2089,2202,1950,2044,2522,2827
OR,backgroundpurge,implemented,2000,1066,848,689,751,725,681,780,736,721,680,613,614,671,431,598,574,311,904
OR,gunshow,implemented,2000,1066,848,689,751,725,681,780,736,721,680,613,614,671,431,598,574,311,904
OR,gunshowh,implemented,2000,1066,848,689,751,725,681,780,736,721,680,613,614,671,431,598,574,311,904
OR,mentalhealth,implemented,2000,1066,848,689,751,725,681,780,736,721,680,613,614,671,431,598,574,311,904
OR,recordsdealer,implemented,2000,1066,848,689,751,725,681,780,736,721,680,613,614,671,431,598,574,311,904
OR,reportdealer,implemented,2000,1066,848,689,751,725,681,780,736,721,680,613,614,671,431,598,574,311,904
OR,statechecks,implemented,2000,1066,848,689,751,725,681,780,736,721,680,613,614,671,431,598,574,311,904
OR,statechecksh,implemented,2000,1066,848,689,751,725,681,780,736,721,680,613,614,671,431,598,574,311,904
OR,invoutpatient,implemented,2015,1066,848,689,751,725,681,780,736,721,680,613,614,671,431,598,574,311,904
OR,recordsall,implemented,2015,1066,848,689,751,725,681,780,736,721,680,613,614,671,431,598,574,311,904
OR,recordsallh,implemented,2015,1066,848,689,751,725,681,780,736,721,680,613,614,671,431,598,574,311,904
OR,reportall,implemented,2015,1066,848,689,751,725,681,780,736,721,680,613,614,671,431,598,574,311,904
OR,reportallh,implemented,2015,1066,848,689,751,725,681,780,736,721,680,613,614,671,431,598,574,311,904
