State,Law,Intervention,InterventionYear,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
MI,lockd,implemented,2000,542,531,542,578,523,532,554,598,558,570,575,601,619,623,674,671,692,717
MI,ccbackgroundnics,removal,2001,542,531,542,578,523,532,554,598,558,570,575,601,619,623,674,671,692,717
MI,elementary,implemented,2001,542,531,542,578,523,532,554,598,558,570,575,601,619,623,674,671,692,717
MI,mayissue,removal,2001,542,531,542,578,523,532,554,598,558,570,575,601,619,623,674,671,692,717
MI,showing,removal,2001,542,531,542,578,523,532,554,598,558,570,575,601,619,623,674,671,692,717
MI,nosyg,removal,2006,542,531,542,578,523,532,554,598,558,570,575,601,619,623,674,671,692,717
MI,permith,removal,2012,542,531,542,578,523,532,554,598,558,570,575,601,619,623,674,671,692,717
MI,permitlaw,removal,2012,542,531,542,578,523,532,554,598,558,570,575,601,619,623,674,671,692,717
MI,training,removal,2012,542,531,542,578,523,532,554,598,558,570,575,601,619,623,674,671,692,717
MI,ccbackgroundnics,implemented,2015,542,531,542,578,523,532,554,598,558,570,575,601,619,623,674,671,692,717
MN,ccbackgroundnics,implemented,2003,228,223,242,238,244,268,255,243,265,289,281,280,322,310,339,308,304,332
MN,mayissue,removal,2003,228,223,242,238,244,268,255,243,265,289,281,280,322,310,339,308,304,332
MN,showing,removal,2003,228,223,242,238,244,268,255,243,265,289,281,280,322,310,339,308,304,332
MN,dvro,implemented,2014,228,223,242,238,244,268,255,243,265,289,281,280,322,310,339,308,304,332
MN,dvrodating,implemented,2014,228,223,242,238,244,268,255,243,265,289,281,280,322,310,339,308,304,332
MN,dvroremoval,implemented,2014,228,223,242,238,244,268,255,243,265,289,281,280,322,310,339,308,304,332
MN,dvrosurrender,implemented,2014,228,223,242,238,244,268,255,243,265,289,281,280,322,310,339,308,304,332
MN,dvrosurrenderdating,implemented,2014,228,223,242,238,244,268,255,243,265,289,281,280,322,310,339,308,304,332
MN,dvrosurrendernoconditions,implemented,2014,228,223,242,238,244,268,255,243,265,289,281,280,322,310,339,308,304,332
MN,mcdvremovalallowed,implemented,2014,228,223,242,238,244,268,255,243,265,289,281,280,322,310,339,308,304,332
MN,mcdvremovalrequired,implemented,2014,228,223,242,238,244,268,255,243,265,289,281,280,322,310,339,308,304,332
MN,traffickingprohibited,implemented,2015,228,223,242,238,244,268,255,243,265,289,281,280,322,310,339,308,304,332
MN,traffickingprohibitedh,implemented,2015,228,223,242,238,244,268,255,243,265,289,281,280,322,310,339,308,304,332
MO,ccbackground,removal,2003,426,434,427,423,411,389,427,444,452,421,471,489,513,546,556,588,605,650
MO,ccbackgroundnics,removal,2003,426,434,427,423,411,389,427,444,452,421,471,489,513,546,556,588,605,650
MO,immunity,removal,2003,426,434,427,423,411,389,427,444,452,421,471,489,513,546,556,588,605,650
MO,mayissue,removal,2003,426,434,427,423,411,389,427,444,452,421,471,489,513,546,556,588,605,650
MO,showing,removal,2003,426,434,427,423,411,389,427,444,452,421,471,489,513,546,556,588,605,650
MO,age21handgunsale,removal,2007,426,434,427,423,411,389,427,444,452,421,471,489,513,546,556,588,605,650
MO,backgroundpurge,removal,2007,426,434,427,423,411,389,427,444,452,421,471,489,513,546,556,588,605,650
MO,permith,removal,2007,426,434,427,423,411,389,427,444,452,421,471,489,513,546,556,588,605,650
MO,permitlaw,removal,2007,426,434,427,423,411,389,427,444,452,421,471,489,513,546,556,588,605,650
MO,threedaylimit,removal,2007,426,434,427,423,411,389,427,444,452,421,471,489,513,546,556,588,605,650
MO,universalpermith,removal,2007,426,434,427,423,411,389,427,444,452,421,471,489,513,546,556,588,605,650
MO,ccbackground,implemented,2008,426,434,427,423,411,389,427,444,452,421,471,489,513,546,556,588,605,650
MO,felony,implemented,2008,426,434,427,423,411,389,427,444,452,421,471,489,513,546,556,588,605,650
MO,ccbackgroundnics,implemented,2014,426,434,427,423,411,389,427,444,452,421,471,489,513,546,556,588,605,650
MO,elementary,removal,2014,426,434,427,423,411,389,427,444,452,421,471,489,513,546,556,588,605,650
MO,nosyg,removal,2016,426,434,427,423,411,389,427,444,452,421,471,489,513,546,556,588,605,650
MS,immunity,removal,2003,244,220,239,254,247,245,251,219,279,286,269,256,268,296,279,251,292,268
MS,nosyg,removal,2006,244,220,239,254,247,245,251,219,279,286,269,256,268,296,279,251,292,268
MS,collegeconcealed,removal,2011,244,220,239,254,247,245,251,219,279,286,269,256,268,296,279,251,292,268
MS,elementary,removal,2011,244,220,239,254,247,245,251,219,279,286,269,256,268,296,279,251,292,268
MS,opencarrypermith,removal,2013,244,220,239,254,247,245,251,219,279,286,269,256,268,296,279,251,292,268
MS,ccbackground,removal,2015,244,220,239,254,247,245,251,219,279,286,269,256,268,296,279,251,292,268
MS,ccrevoke,removal,2015,244,220,239,254,247,245,251,219,279,286,269,256,268,296,279,251,292,268
MS,permitconcealed,removal,2015,244,220,239,254,247,245,251,219,279,286,269,256,268,296,279,251,292,268
MT,nosyg,removal,2009,92,105,133,115,120,105,135,102,120,132,136,141,152,153,147,149,174,162
NC,immunity,removal,2002,567,621,632,630,619,608,632,660,607,669,678,707,728,709,771,760,787,788
NC,dvro,implemented,2003,567,621,632,630,619,608,632,660,607,669,678,707,728,709,771,760,787,788
NC,dvrodating,implemented,2003,567,621,632,630,619,608,632,660,607,669,678,707,728,709,771,760,787,788
NC,dvrosurrender,implemented,2003,567,621,632,630,619,608,632,660,607,669,678,707,728,709,771,760,787,788
NC,dvrosurrenderdating,implemented,2003,567,621,632,630,619,608,632,660,607,669,678,707,728,709,771,760,787,788
NC,dvrosurrendernoconditions,implemented,2003,567,621,632,630,619,608,632,660,607,669,678,707,728,709,771,760,787,788
NC,exparte,implemented,2003,567,621,632,630,619,608,632,660,607,669,678,707,728,709,771,760,787,788
NC,expartedating,implemented,2003,567,621,632,630,619,608,632,660,607,669,678,707,728,709,771,760,787,788
NC,expartesurrender,implemented,2003,567,621,632,630,619,608,632,660,607,669,678,707,728,709,771,760,787,788
NC,expartesurrenderdating,implemented,2003,567,621,632,630,619,608,632,660,607,669,678,707,728,709,771,760,787,788
NC,expartesurrendernoconditions,implemented,2003,567,621,632,630,619,608,632,660,607,669,678,707,728,709,771,760,787,788
NC,ccbackgroundnics,implemented,2006,567,621,632,630,619,608,632,660,607,669,678,707,728,709,771,760,787,788
NC,nosyg,removal,2011,567,621,632,630,619,608,632,660,607,669,678,707,728,709,771,760,787,788
NC,ccrevoke,implemented,2013,567,621,632,630,619,608,632,660,607,669,678,707,728,709,771,760,787,788
ND,immunity,removal,2001,39,28,33,53,41,41,56,41,49,55,45,47,51,63,76,85,76,75
ND,alctreatment,implemented,2011,39,28,33,53,41,41,56,41,49,55,45,47,51,63,76,85,76,75
ND,ccbackgroundnics,implemented,2013,39,28,33,53,41,41,56,41,49,55,45,47,51,63,76,85,76,75
NE,incidentremoval,implemented,2004,105,113,103,100,89,82,98,99,88,94,85,101,108,109,102,125,114,116
NE,mayissue,removal,2007,105,113,103,100,89,82,98,99,88,94,85,101,108,109,102,125,114,116
NE,showing,removal,2007,105,113,103,100,89,82,98,99,88,94,85,101,108,109,102,125,114,116
NE,mcdv,implemented,2009,105,113,103,100,89,82,98,99,88,94,85,101,108,109,102,125,114,116
NE,mcdvdating,implemented,2009,105,113,103,100,89,82,98,99,88,94,85,101,108,109,102,125,114,116
NE,preemption,removal,2009,105,113,103,100,89,82,98,99,88,94,85,101,108,109,102,125,114,116
NH,cap14,implemented,2000,49,67,71,57,75,57,79,69,71,85,82,102,75,98,81,110,107,123
NH,cap16,implemented,2000,49,67,71,57,75,57,79,69,71,85,82,102,75,98,81,110,107,123
NH,capuses,implemented,2000,49,67,71,57,75,57,79,69,71,85,82,102,75,98,81,110,107,123
NH,dvro,implemented,2000,49,67,71,57,75,57,79,69,71,85,82,102,75,98,81,110,107,123
NH,dvrodating,implemented,2000,49,67,71,57,75,57,79,69,71,85,82,102,75,98,81,110,107,123
NH,dvrosurrender,implemented,2000,49,67,71,57,75,57,79,69,71,85,82,102,75,98,81,110,107,123
NH,dvrosurrenderdating,implemented,2000,49,67,71,57,75,57,79,69,71,85,82,102,75,98,81,110,107,123
NH,dvrosurrendernoconditions,implemented,2000,49,67,71,57,75,57,79,69,71,85,82,102,75,98,81,110,107,123
NH,preemption,removal,2003,49,67,71,57,75,57,79,69,71,85,82,102,75,98,81,110,107,123
NH,preemptionbroad,removal,2003,49,67,71,57,75,57,79,69,71,85,82,102,75,98,81,110,107,123
NH,preemptionnarrow,removal,2003,49,67,71,57,75,57,79,69,71,85,82,102,75,98,81,110,107,123
NH,immunity,removal,2004,49,67,71,57,75,57,79,69,71,85,82,102,75,98,81,110,107,123
NH,nosyg,removal,2011,49,67,71,57,75,57,79,69,71,85,82,102,75,98,81,110,107,123
NJ,lockd,implemented,2000,195,154,167,176,183,185,136,173,165,167,173,181,181,156,194,189,180,169
NJ,lockp,implemented,2000,195,154,167,176,183,185,136,173,165,167,173,181,181,156,194,189,180,169
NJ,age21handgunpossess,implemented,2001,195,154,167,176,183,185,136,173,165,167,173,181,181,156,194,189,180,169
NJ,age21handgunsale,implemented,2001,195,154,167,176,183,185,136,173,165,167,173,181,181,156,194,189,180,169
NJ,personalized,implemented,2002,195,154,167,176,183,185,136,173,165,167,173,181,181,156,194,189,180,169
NJ,dvro,implemented,2004,195,154,167,176,183,185,136,173,165,167,173,181,181,156,194,189,180,169
NJ,dvrodating,implemented,2004,195,154,167,176,183,185,136,173,165,167,173,181,181,156,194,189,180,169
NJ,incidentall,implemented,2004,195,154,167,176,183,185,136,173,165,167,173,181,181,156,194,189,180,169
NJ,incidentremoval,implemented,2004,195,154,167,176,183,185,136,173,165,167,173,181,181,156,194,189,180,169
NJ,mcdv,implemented,2004,195,154,167,176,183,185,136,173,165,167,173,181,181,156,194,189,180,169
NJ,mcdvdating,implemented,2004,195,154,167,176,183,185,136,173,165,167,173,181,181,156,194,189,180,169
NJ,amm21h,implemented,2008,195,154,167,176,183,185,136,173,165,167,173,181,181,156,194,189,180,169
NJ,ammrestrict,implemented,2008,195,154,167,176,183,185,136,173,165,167,173,181,181,156,194,189,180,169
NJ,loststolen,implemented,2008,195,154,167,176,183,185,136,173,165,167,173,181,181,156,194,189,180,169
NJ,onepermonth,implemented,2010,195,154,167,176,183,185,136,173,165,167,173,181,181,156,194,189,180,169
NM,ccbackground,removal,2001,180,175,188,211,211,196,178,193,189,195,192,204,221,230,222,244,275,243
NM,ccbackgroundnics,removal,2001,180,175,188,211,211,196,178,193,189,195,192,204,221,230,222,244,275,243
NM,ccrenewbackground,removal,2001,180,175,188,211,211,196,178,193,189,195,192,204,221,230,222,244,275,243
NM,ccrevoke,removal,2001,180,175,188,211,211,196,178,193,189,195,192,204,221,230,222,244,275,243
NM,mayissue,removal,2001,180,175,188,211,211,196,178,193,189,195,192,204,221,230,222,244,275,243
NM,showing,removal,2001,180,175,188,211,211,196,178,193,189,195,192,204,221,230,222,244,275,243
NM,college,implemented,2003,180,175,188,211,211,196,178,193,189,195,192,204,221,230,222,244,275,243
NM,collegeconcealed,implemented,2003,180,175,188,211,211,196,178,193,189,195,192,204,221,230,222,244,275,243
NM,ccbackground,implemented,2004,180,175,188,211,211,196,178,193,189,195,192,204,221,230,222,244,275,243
NM,ccrenewbackground,implemented,2004,180,175,188,211,211,196,178,193,189,195,192,204,221,230,222,244,275,243
NM,ccrevoke,implemented,2004,180,175,188,211,211,196,178,193,189,195,192,204,221,230,222,244,275,243
NV,ammrestrict,implemented,2003,259,241,219,245,247,249,262,255,270,291,295,289,272,274,292,309,293,334
NV,invcommitment,implemented,2003,259,241,219,245,247,249,262,255,270,291,295,289,272,274,292,309,293,334
NV,invoutpatient,implemented,2003,259,241,219,245,247,249,262,255,270,291,295,289,272,274,292,309,293,334
NV,ccbackgroundnics,implemented,2011,259,241,219,245,247,249,262,255,270,291,295,289,272,274,292,309,293,334
NV,ccrenewbackground,implemented,2011,259,241,219,245,247,249,262,255,270,291,295,289,272,274,292,309,293,334
NV,nosyg,removal,2011,259,241,219,245,247,249,262,255,270,291,295,289,272,274,292,309,293,334
NV,danger,implemented,2015,259,241,219,245,247,249,262,255,270,291,295,289,272,274,292,309,293,334
NV,drugmisdemeanor,implemented,2015,259,241,219,245,247,249,262,255,270,291,295,289,272,274,292,309,293,334
NV,dvro,implemented,2015,259,241,219,245,247,249,262,255,270,291,295,289,272,274,292,309,293,334
NV,mcdv,implemented,2015,259,241,219,245,247,249,262,255,270,291,295,289,272,274,292,309,293,334
NY,age21handgunpossess,implemented,2000,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474,421,490
NY,age21handgunsale,implemented,2000,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474,421,490
NY,amm21h,implemented,2000,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474,421,490
NY,assault,implemented,2000,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474,421,490
NY,assaultlist,implemented,2000,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474,421,490
NY,backgroundpurge,implemented,2000,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474,421,490
NY,gunshow,implemented,2000,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474,421,490
NY,gunshowh,implemented,2000,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474,421,490
NY,lockd,implemented,2000,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474,421,490
NY,lockstandards,implemented,2000,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474,421,490
NY,loststolen,implemented,2000,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474,421,490
NY,magazine,implemented,2000,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474,421,490
NY,mentalhealth,implemented,2000,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474,421,490
NY,personalized,implemented,2000,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474,421,490
NY,tenroundlimit,implemented,2000,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474,421,490
NY,traffickingprohibited,implemented,2000,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474,421,490
NY,traffickingprohibitedh,implemented,2000,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474,421,490
NY,microstamp,implemented,2001,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474,421,490
NY,personalized,removal,2002,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474,421,490
NY,dvrodating,implemented,2008,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474,421,490
NY,dvrosurrenderdating,implemented,2008,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474,421,490
NY,expartedating,implemented,2008,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474,421,490
NY,expartesurrenderdating,implemented,2008,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474,421,490
NY,microstamp,removal,2012,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474,421,490
NY,assaultregister,implemented,2013,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474,421,490
NY,assaulttransfer,implemented,2013,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474,421,490
NY,magazinepreowned,implemented,2013,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474,421,490
NY,onefeature,implemented,2013,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474,421,490
NY,recordsallh,implemented,2013,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474,421,490
NY,relinquishment,implemented,2013,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474,421,490
NY,universal,implemented,2013,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474,421,490
NY,universalh,implemented,2013,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474,421,490
NY,universalpermit,implemented,2013,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474,421,490
NY,mcdvsurrender,implemented,2014,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474,421,490
NY,mcdvsurrenderdating,implemented,2014,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474,421,490
NY,mcdvsurrendernoconditions,implemented,2014,432,450,453,408,412,401,456,412,434,429,422,459,505,516,465,474,421,490
OH,immunity,removal,2001,626,584,671,675,572,657,668,626,659,684,590,724,726,784,800,744,861,926
OH,ccbackgroundnics,removal,2004,626,584,671,675,572,657,668,626,659,684,590,724,726,784,800,744,861,926
OH,danger,implemented,2004,626,584,671,675,572,657,668,626,659,684,590,724,726,784,800,744,861,926
OH,invcommitment,implemented,2004,626,584,671,675,572,657,668,626,659,684,590,724,726,784,800,744,861,926
OH,mayissue,removal,2004,626,584,671,675,572,657,668,626,659,684,590,724,726,784,800,744,861,926
OH,preemption,removal,2004,626,584,671,675,572,657,668,626,659,684,590,724,726,784,800,744,861,926
OH,showing,removal,2004,626,584,671,675,572,657,668,626,659,684,590,724,726,784,800,744,861,926
OH,preemptionbroad,removal,2007,626,584,671,675,572,657,668,626,659,684,590,724,726,784,800,744,861,926
OH,preemptionnarrow,removal,2007,626,584,671,675,572,657,668,626,659,684,590,724,726,784,800,744,861,926
OH,drugmisdemeanor,removal,2011,626,584,671,675,572,657,668,626,659,684,590,724,726,784,800,744,861,926
OH,ccbackgroundnics,implemented,2015,626,584,671,675,572,657,668,626,659,684,590,724,726,784,800,744,861,926
OK,nosyg,removal,2006,310,301,324,312,281,312,302,314,315,346,363,376,440,411,433,435,468,517
OK,opencarrypermith,implemented,2012,310,301,324,312,281,312,302,314,315,346,363,376,440,411,433,435,468,517
OK,elementary,removal,2013,310,301,324,312,281,312,302,314,315,346,363,376,440,411,433,435,468,517
OR,backgroundpurge,implemented,2000,309,302,280,286,331,299,319,307,327,319,345,376,343,367,389,422,373,414
OR,gunshow,implemented,2000,309,302,280,286,331,299,319,307,327,319,345,376,343,367,389,422,373,414
OR,gunshowh,implemented,2000,309,302,280,286,331,299,319,307,327,319,345,376,343,367,389,422,373,414
OR,mentalhealth,implemented,2000,309,302,280,286,331,299,319,307,327,319,345,376,343,367,389,422,373,414
OR,recordsdealer,implemented,2000,309,302,280,286,331,299,319,307,327,319,345,376,343,367,389,422,373,414
OR,reportdealer,implemented,2000,309,302,280,286,331,299,319,307,327,319,345,376,343,367,389,422,373,414
OR,statechecks,implemented,2000,309,302,280,286,331,299,319,307,327,319,345,376,343,367,389,422,373,414
OR,statechecksh,implemented,2000,309,302,280,286,331,299,319,307,327,319,345,376,343,367,389,422,373,414
OR,invoutpatient,implemented,2015,309,302,280,286,331,299,319,307,327,319,345,376,343,367,389,422,373,414
OR,recordsall,implemented,2015,309,302,280,286,331,299,319,307,327,319,345,376,343,367,389,422,373,414
OR,recordsallh,implemented,2015,309,302,280,286,331,299,319,307,327,319,345,376,343,367,389,422,373,414
OR,reportall,implemented,2015,309,302,280,286,331,299,319,307,327,319,345,376,343,367,389,422,373,414
OR,reportallh,implemented,2015,309,302,280,286,331,299,319,307,327,319,345,376,343,367,389,422,373,414
OR,universal,implemented,2015,309,302,280,286,331,299,319,307,327,319,345,376,343,367,389,422,373,414
OR,universalh,implemented,2015,309,302,280,286,331,299,319,307,327,319,345,376,343,367,389,422,373,414
OR,universalpermit,implemented,2015,309,302,280,286,331,299,319,307,327,319,345,376,343,367,389,422,373,414
OR,universalpermith,implemented,2015,309,302,280,286,331,299,319,307,327,319,345,376,343,367,389,422,373,414
OR,dvro,implemented,2016,309,302,280,286,331,299,319,307,327,319,345,376,343,367,389,422,373,414
OR,mcdv,implemented,2016,309,302,280,286,331,299,319,307,327,319,345,376,343,367,389,422,373,414
PA,lockd,implemented,2000,709,756,684,720,724,722,768,734,719,770,825,762,883,819,918,897,932,976
PA,mcdv,implemented,2006,709,756,684,720,724,722,768,734,719,770,825,762,883,819,918,897,932,976
PA,mcdvsurrender,implemented,2006,709,756,684,720,724,722,768,734,719,770,825,762,883,819,918,897,932,976
PA,mcdvsurrendernoconditions,implemented,2006,709,756,684,720,724,722,768,734,719,770,825,762,883,819,918,897,932,976
PA,strawpurchaseh,implemented,2008,709,756,684,720,724,722,768,734,719,770,825,762,883,819,918,897,932,976
PA,nosyg,removal,2011,709,756,684,720,724,722,768,734,719,770,825,762,883,819,918,897,932,976
RI,lockd,implemented,2000,24,25,17,30,11,18,15,16,16,19,39,29,17,17,26,14,26,26
RI,alcoholism,removal,2014,24,25,17,30,11,18,15,16,16,19,39,29,17,17,26,14,26,26
RI,alctreatment,removal,2014,24,25,17,30,11,18,15,16,16,19,39,29,17,17,26,14,26,26
SC,immunity,removal,2000,287,297,311,304,328,328,314,315,311,343,377,392,426,433,470,470,469,525
SC,recordsdealerh,implemented,2001,287,297,311,304,328,328,314,315,311,343,377,392,426,433,470,470,469,525
SC,onepermonth,removal,2004,287,297,311,304,328,328,314,315,311,343,377,392,426,433,470,470,469,525
SC,recordsdealerh,removal,2005,287,297,311,304,328,328,314,315,311,343,377,392,426,433,470,470,469,525
SC,reportdealerh,removal,2005,287,297,311,304,328,328,314,315,311,343,377,392,426,433,470,470,469,525
SC,nosyg,removal,2006,287,297,311,304,328,328,314,315,311,343,377,392,426,433,470,470,469,525
SC,age21handgunpossess,removal,2008,287,297,311,304,328,328,314,315,311,343,377,392,426,433,470,470,469,525
SC,age21handgunsale,removal,2008,287,297,311,304,328,328,314,315,311,343,377,392,426,433,470,470,469,525
SC,dealerh,removal,2012,287,297,311,304,328,328,314,315,311,343,377,392,426,433,470,470,469,525
SC,junkgun,removal,2012,287,297,311,304,328,328,314,315,311,343,377,392,426,433,470,470,469,525
SC,danger,implemented,2013,287,297,311,304,328,328,314,315,311,343,377,392,426,433,470,470,469,525
SC,invcommitment,implemented,2013,287,297,311,304,328,328,314,315,311,343,377,392,426,433,470,470,469,525
SD,ccbackground,implemented,2002,52,46,42,45,57,59,67,69,43,64,59,65,58,75,68,70,73,83
SD,mcdv,implemented,2005,52,46,42,45,57,59,67,69,43,64,59,65,58,75,68,70,73,83
SD,nosyg,removal,2006,52,46,42,45,57,59,67,69,43,64,59,65,58,75,68,70,73,83
SD,elementary,removal,2013,52,46,42,45,57,59,67,69,43,64,59,65,58,75,68,70,73,83
TN,nosyg,removal,2007,497,501,480,521,493,526,552,569,545,609,574,585,591,626,676,644,638,675
TN,felony,implemented,2008,497,501,480,521,493,526,552,569,545,609,574,585,591,626,676,644,638,675
TN,danger,implemented,2009,497,501,480,521,493,526,552,569,545,609,574,585,591,626,676,644,638,675
TN,dvro,implemented,2009,497,501,480,521,493,526,552,569,545,609,574,585,591,626,676,644,638,675
TN,dvrosurrender,implemented,2009,497,501,480,521,493,526,552,569,545,609,574,585,591,626,676,644,638,675
TN,dvrosurrendernoconditions,implemented,2009,497,501,480,521,493,526,552,569,545,609,574,585,591,626,676,644,638,675
TN,invcommitment,implemented,2009,497,501,480,521,493,526,552,569,545,609,574,585,591,626,676,644,638,675
TN,invoutpatient,implemented,2009,497,501,480,521,493,526,552,569,545,609,574,585,591,626,676,644,638,675
TN,mcdv,implemented,2009,497,501,480,521,493,526,552,569,545,609,574,585,591,626,676,644,638,675
TN,mcdvsurrender,implemented,2009,497,501,480,521,493,526,552,569,545,609,574,585,591,626,676,644,638,675
TN,mcdvsurrendernoconditions,implemented,2009,497,501,480,521,493,526,552,569,545,609,574,585,591,626,676,644,638,675
TN,collegeconcealed,removal,2016,497,501,480,521,493,526,552,569,545,609,574,585,591,626,676,644,638,675
TN,elementary,removal,2016,497,501,480,521,493,526,552,569,545,609,574,585,591,626,676,644,638,675
TX,dvro,implemented,2001,1224,1269,1377,1315,1350,1318,1381,1311,1411,1506,1583,1702,1684,1744,1780,1789,1994,2016
TX,dvrodating,implemented,2001,1224,1269,1377,1315,1350,1318,1381,1311,1411,1506,1583,1702,1684,1744,1780,1789,1994,2016
TX,mcdv,implemented,2001,1224,1269,1377,1315,1350,1318,1381,1311,1411,1506,1583,1702,1684,1744,1780,1789,1994,2016
TX,nosyg,removal,2007,1224,1269,1377,1315,1350,1318,1381,1311,1411,1506,1583,1702,1684,1744,1780,1789,1994,2016
TX,exparte,implemented,2008,1224,1269,1377,1315,1350,1318,1381,1311,1411,1506,1583,1702,1684,1744,1780,1789,1994,2016
TX,expartedating,implemented,2008,1224,1269,1377,1315,1350,1318,1381,1311,1411,1506,1583,1702,1684,1744,1780,1789,1994,2016
TX,ccrevoke,implemented,2009,1224,1269,1377,1315,1350,1318,1381,1311,1411,1506,1583,1702,1684,1744,1780,1789,1994,2016
TX,collegeconcealed,removal,2016,1224,1269,1377,1315,1350,1318,1381,1311,1411,1506,1583,1702,1684,1744,1780,1789,1994,2016
TX,opencarryh,removal,2016,1224,1269,1377,1315,1350,1318,1381,1311,1411,1506,1583,1702,1684,1744,1780,1789,1994,2016
UT,immunity,removal,2000,153,174,182,174,181,183,190,189,197,196,217,275,268,283,295,278,313,309
UT,college,removal,2002,153,174,182,174,181,183,190,189,197,196,217,275,268,283,295,278,313,309
VA,immunity,removal,2000,503,484,467,491,452,494,511,499,487,524,527,576,604,587,601,626,630,671
VA,dealerh,removal,2004,503,484,467,491,452,494,511,499,487,524,527,576,604,587,601,626,630,671
VA,permith,removal,2004,503,484,467,491,452,494,511,499,487,524,527,576,604,587,601,626,630,671
VA,invoutpatient,implemented,2008,503,484,467,491,452,494,511,499,487,524,527,576,604,587,601,626,630,671
VA,onepermonth,removal,2012,503,484,467,491,452,494,511,499,487,524,527,576,604,587,601,626,630,671
VA,dvro,implemented,2016,503,484,467,491,452,494,511,499,487,524,527,576,604,587,601,626,630,671
VT,mcdv,implemented,2015,29,42,25,45,32,54,20,40,37,41,53,64,65,49,56,55,57,64
VT,mcdvdating,implemented,2015,29,42,25,45,32,54,20,40,37,41,53,64,65,49,56,55,57,64
VT,stalking,implemented,2015,29,42,25,45,32,54,20,40,37,41,53,64,65,49,56,55,57,64
WA,ccbackgroundnics,implemented,2011,450,390,391,437,436,423,398,397,413,439,470,464,495,529,483,551,537,515
WA,backgroundpurge,implemented,2014,450,390,391,437,436,423,398,397,413,439,470,464,495,529,483,551,537,515
WA,defactoregh,implemented,2014,450,390,391,437,436,423,398,397,413,439,470,464,495,529,483,551,537,515
WA,gunshow,implemented,2014,450,390,391,437,436,423,398,397,413,439,470,464,495,529,483,551,537,515
WA,gunshowh,implemented,2014,450,390,391,437,436,423,398,397,413,439,470,464,495,529,483,551,537,515
WA,mentalhealth,implemented,2014,450,390,391,437,436,423,398,397,413,439,470,464,495,529,483,551,537,515
WA,permith,implemented,2014,450,390,391,437,436,423,398,397,413,439,470,464,495,529,483,551,537,515
WA,permitlaw,implemented,2014,450,390,391,437,436,423,398,397,413,439,470,464,495,529,483,551,537,515
WA,recordsallh,implemented,2014,450,390,391,437,436,423,398,397,413,439,470,464,495,529,483,551,537,515
WA,reportallh,implemented,2014,450,390,391,437,436,423,398,397,413,439,470,464,495,529,483,551,537,515
WA,statechecks,implemented,2014,450,390,391,437,436,423,398,397,413,439,470,464,495,529,483,551,537,515
WA,statechecksh,implemented,2014,450,390,391,437,436,423,398,397,413,439,470,464,495,529,483,551,537,515
WA,threedaylimit,implemented,2014,450,390,391,437,436,423,398,397,413,439,470,464,495,529,483,551,537,515
WA,universal,implemented,2014,450,390,391,437,436,423,398,397,413,439,470,464,495,529,483,551,537,515
WA,universalh,implemented,2014,450,390,391,437,436,423,398,397,413,439,470,464,495,529,483,551,537,515
WA,universalpermit,implemented,2014,450,390,391,437,436,423,398,397,413,439,470,464,495,529,483,551,537,515
WA,universalpermith,implemented,2014,450,390,391,437,436,423,398,397,413,439,470,464,495,529,483,551,537,515
