State,Year,LawName,Switching,Assaults_-16,Assaults_-15,Assaults_-14,Assaults_-13,Assaults_-12,Assaults_-11,Assaults_-10,Assaults_-9,Assaults_-8,Assaults_-7,Assaults_-6,Assaults_-5,Assaults_-4,Assaults_-3,Assaults_-2,Assaults_-1,Current_Assaults,Assaults_1,Homicides_-16,Homicides_-15,Homicides_-14,Homicides_-13,Homicides_-12,Homicides_-11,Homicides_-10,Homicides_-9,Homicides_-8,Homicides_-7,Homicides_-6,Homicides_-5,Homicides_-4,Homicides_-3,Homicides_-2,Homicides_-1,Current_Homicides,Homicides_1,Suicides_-16,Suicides_-15,Suicides_-14,Suicides_-13,Suicides_-12,Suicides_-11,Suicides_-10,Suicides_-9,Suicides_-8,Suicides_-7,Suicides_-6,Suicides_-5,Suicides_-4,Suicides_-3,Suicides_-2,Suicides_-1,Current_Suicides,Suicides_1
CT,2016,expartesurrenderdating,implemented,610,661,413,373,416,492,467,467,548,772,792,697,711,631,617,484,746,,59,78,51,46,54,56,65,62,77,67,85,90,84,59,55,73,44,,111,113,85,87,105,112,79,78,109,86,109,111,111,86,120,101,107,
CT,2016,expartesurrendernoconditions,implemented,610,661,413,373,416,492,467,467,548,772,792,697,711,631,617,484,746,,59,78,51,46,54,56,65,62,77,67,85,90,84,59,55,73,44,,111,113,85,87,105,112,79,78,109,86,109,111,111,86,120,101,107,
DE,2002,ccbackground,implemented,,,,,,,,,,,,,,623,508,384,414,617,,,,,,,,,,,,,,18,13,15,23,14,,,,,,,,,,,,,,38,39,52,29,42
DE,2003,stalking,removal,,,,,,,,,,,,,623,508,384,414,617,512,,,,,,,,,,,,,18,13,15,23,14,17,,,,,,,,,,,,,38,39,52,29,42,36
DE,2007,dvrodating,implemented,,,,,,,,,623,508,384,414,617,512,731,804,829,971,,,,,,,,,18,13,15,23,14,17,22,26,24,41,,,,,,,,,38,39,52,29,42,36,42,42,46,41
DE,2008,stalking,implemented,,,,,,,,623,508,384,414,617,512,731,804,829,971,843,,,,,,,,18,13,15,23,14,17,22,26,24,41,32,,,,,,,,38,39,52,29,42,36,42,42,46,41,33
DE,2013,backgroundpurge,implemented,,,623,508,384,414,617,512,731,804,829,971,843,824,738,859,743,861,,,18,13,15,23,14,17,22,26,24,41,32,41,31,38,30,39,,,38,39,52,29,42,36,42,42,46,41,33,43,36,46,60,59
DE,2013,gunshow,implemented,,,623,508,384,414,617,512,731,804,829,971,843,824,738,859,743,861,,,18,13,15,23,14,17,22,26,24,41,32,41,31,38,30,39,,,38,39,52,29,42,36,42,42,46,41,33,43,36,46,60,59
DE,2013,gunshowh,implemented,,,623,508,384,414,617,512,731,804,829,971,843,824,738,859,743,861,,,18,13,15,23,14,17,22,26,24,41,32,41,31,38,30,39,,,38,39,52,29,42,36,42,42,46,41,33,43,36,46,60,59
DE,2013,loststolen,implemented,,,623,508,384,414,617,512,731,804,829,971,843,824,738,859,743,861,,,18,13,15,23,14,17,22,26,24,41,32,41,31,38,30,39,,,38,39,52,29,42,36,42,42,46,41,33,43,36,46,60,59
DE,2013,mentalhealth,implemented,,,623,508,384,414,617,512,731,804,829,971,843,824,738,859,743,861,,,18,13,15,23,14,17,22,26,24,41,32,41,31,38,30,39,,,38,39,52,29,42,36,42,42,46,41,33,43,36,46,60,59
DE,2013,recordsall,implemented,,,623,508,384,414,617,512,731,804,829,971,843,824,738,859,743,861,,,18,13,15,23,14,17,22,26,24,41,32,41,31,38,30,39,,,38,39,52,29,42,36,42,42,46,41,33,43,36,46,60,59
DE,2013,recordsallh,implemented,,,623,508,384,414,617,512,731,804,829,971,843,824,738,859,743,861,,,18,13,15,23,14,17,22,26,24,41,32,41,31,38,30,39,,,38,39,52,29,42,36,42,42,46,41,33,43,36,46,60,59
DE,2013,universal,implemented,,,623,508,384,414,617,512,731,804,829,971,843,824,738,859,743,861,,,18,13,15,23,14,17,22,26,24,41,32,41,31,38,30,39,,,38,39,52,29,42,36,42,42,46,41,33,43,36,46,60,59
DE,2013,universalh,implemented,,,623,508,384,414,617,512,731,804,829,971,843,824,738,859,743,861,,,18,13,15,23,14,17,22,26,24,41,32,41,31,38,30,39,,,38,39,52,29,42,36,42,42,46,41,33,43,36,46,60,59
DE,2013,universalpermit,implemented,,,623,508,384,414,617,512,731,804,829,971,843,824,738,859,743,861,,,18,13,15,23,14,17,22,26,24,41,32,41,31,38,30,39,,,38,39,52,29,42,36,42,42,46,41,33,43,36,46,60,59
DE,2013,universalpermith,implemented,,,623,508,384,414,617,512,731,804,829,971,843,824,738,859,743,861,,,18,13,15,23,14,17,22,26,24,41,32,41,31,38,30,39,,,38,39,52,29,42,36,42,42,46,41,33,43,36,46,60,59
DE,2014,invoutpatient,implemented,,623,508,384,414,617,512,731,804,829,971,843,824,738,859,743,861,930,,18,13,15,23,14,17,22,26,24,41,32,41,31,38,30,39,53,,38,39,52,29,42,36,42,42,46,41,33,43,36,46,60,59,55
DE,2016,threedaylimit,implemented,508,384,414,617,512,731,804,829,971,843,824,738,859,743,861,930,1054,,13,15,23,14,17,22,26,24,41,32,41,31,38,30,39,53,41,,39,52,29,42,36,42,42,46,41,33,43,36,46,60,59,55,59,
FL,2001,immunity,removal,,,,,,,,,,,,,,,13607,12416,12720,12959,,,,,,,,,,,,,,,552,590,602,582,,,,,,,,,,,,,,,1136,1186,1197,1205
FL,2004,ammrestrict,implemented,,,,,,,,,,,,13607,12416,12720,12959,12862,13539,15057,,,,,,,,,,,,552,590,602,582,660,647,625,,,,,,,,,,,,1136,1186,1197,1205,1242,1197,1163
FL,2005,nosyg,removal,,,,,,,,,,,13607,12416,12720,12959,12862,13539,15057,15882,,,,,,,,,,,552,590,602,582,660,647,625,800,,,,,,,,,,,1136,1186,1197,1205,1242,1197,1163,1227
GA,2006,ccbackgroundnics,implemented,,,,,,,,,,3665,4784,4432,4648,4808,3601,4358,4831,6042,,,,,,,,,,341,340,384,423,414,332,363,424,493,,,,,,,,,,628,588,626,614,656,605,590,600,641
GA,2006,nosyg,removal,,,,,,,,,,3665,4784,4432,4648,4808,3601,4358,4831,6042,,,,,,,,,,341,340,384,423,414,332,363,424,493,,,,,,,,,,628,588,626,614,656,605,590,600,641
GA,2014,college,removal,,3665,4784,4432,4648,4808,3601,4358,4831,6042,5476,5186,5160,5517,5856,5719,6433,7003,,341,340,384,423,414,332,363,424,493,449,389,390,380,404,413,441,472,,628,588,626,614,656,605,590,600,641,616,743,718,742,750,747,841,823
GA,2014,collegeconcealed,removal,,3665,4784,4432,4648,4808,3601,4358,4831,6042,5476,5186,5160,5517,5856,5719,6433,7003,,341,340,384,423,414,332,363,424,493,449,389,390,380,404,413,441,472,,628,588,626,614,656,605,590,600,641,616,743,718,742,750,747,841,823
GA,2014,dealerh,removal,,3665,4784,4432,4648,4808,3601,4358,4831,6042,5476,5186,5160,5517,5856,5719,6433,7003,,341,340,384,423,414,332,363,424,493,449,389,390,380,404,413,441,472,,628,588,626,614,656,605,590,600,641,616,743,718,742,750,747,841,823
GA,2014,elementary,removal,,3665,4784,4432,4648,4808,3601,4358,4831,6042,5476,5186,5160,5517,5856,5719,6433,7003,,341,340,384,423,414,332,363,424,493,449,389,390,380,404,413,441,472,,628,588,626,614,656,605,590,600,641,616,743,718,742,750,747,841,823
GA,2014,recordsdealerh,removal,,3665,4784,4432,4648,4808,3601,4358,4831,6042,5476,5186,5160,5517,5856,5719,6433,7003,,341,340,384,423,414,332,363,424,493,449,389,390,380,404,413,441,472,,628,588,626,614,656,605,590,600,641,616,743,718,742,750,747,841,823
HI,2000,dvrodating,implemented,,,,,,,,,,,,,,,,134,123,174,,,,,,,,,,,,,,,,15,8,11,,,,,,,,,,,,,,,,22,28,25
HI,2000,dvrosurrenderdating,implemented,,,,,,,,,,,,,,,,134,123,174,,,,,,,,,,,,,,,,15,8,11,,,,,,,,,,,,,,,,22,28,25
HI,2000,expartedating,implemented,,,,,,,,,,,,,,,,134,123,174,,,,,,,,,,,,,,,,15,8,11,,,,,,,,,,,,,,,,22,28,25
HI,2000,expartesurrenderdating,implemented,,,,,,,,,,,,,,,,134,123,174,,,,,,,,,,,,,,,,15,8,11,,,,,,,,,,,,,,,,22,28,25
HI,2000,mcdvremovalallowed,implemented,,,,,,,,,,,,,,,,134,123,174,,,,,,,,,,,,,,,,15,8,11,,,,,,,,,,,,,,,,22,28,25
HI,2000,relinquishment,implemented,,,,,,,,,,,,,,,,134,123,174,,,,,,,,,,,,,,,,15,8,11,,,,,,,,,,,,,,,,22,28,25
HI,2006,backgroundpurge,implemented,,,,,,,,,,134,123,174,156,186,175,154,188,114,,,,,,,,,,15,8,11,11,9,7,2,6,7,,,,,,,,,,22,28,25,20,22,26,21,16,26
HI,2006,ccbackground,implemented,,,,,,,,,,134,123,174,156,186,175,154,188,114,,,,,,,,,,15,8,11,11,9,7,2,6,7,,,,,,,,,,22,28,25,20,22,26,21,16,26
HI,2006,ccbackgroundnics,implemented,,,,,,,,,,134,123,174,156,186,175,154,188,114,,,,,,,,,,15,8,11,11,9,7,2,6,7,,,,,,,,,,22,28,25,20,22,26,21,16,26
HI,2006,ccrenewbackground,implemented,,,,,,,,,,134,123,174,156,186,175,154,188,114,,,,,,,,,,15,8,11,11,9,7,2,6,7,,,,,,,,,,22,28,25,20,22,26,21,16,26
HI,2006,statechecks,implemented,,,,,,,,,,134,123,174,156,186,175,154,188,114,,,,,,,,,,15,8,11,11,9,7,2,6,7,,,,,,,,,,22,28,25,20,22,26,21,16,26
HI,2006,statechecksh,implemented,,,,,,,,,,134,123,174,156,186,175,154,188,114,,,,,,,,,,15,8,11,11,9,7,2,6,7,,,,,,,,,,22,28,25,20,22,26,21,16,26
HI,2006,threedaylimit,implemented,,,,,,,,,,134,123,174,156,186,175,154,188,114,,,,,,,,,,15,8,11,11,9,7,2,6,7,,,,,,,,,,22,28,25,20,22,26,21,16,26
HI,2012,incidentremoval,implemented,,,,134,123,174,156,186,175,154,188,114,182,156,170,163,0,0,,,,15,8,11,11,9,7,2,6,7,13,10,7,7,7,6,,,,22,28,25,20,22,26,21,16,26,27,31,33,33,39,23
HI,2016,stalking,implemented,123,174,156,186,175,154,188,114,182,156,170,163,0,0,1,117,180,,8,11,11,9,7,2,6,7,13,10,7,7,7,6,3,7,26,,28,25,20,22,26,21,16,26,27,31,33,33,39,23,29,37,34,
IA,2010,dvro,implemented,,,,,,504,479,478,557,445,547,601,447,575,588,508,566,589,,,,,,26,19,17,26,19,21,20,17,15,26,17,21,21,,,,,,160,157,157,157,178,155,170,149,133,180,160,168,185
IA,2010,dvrosurrender,implemented,,,,,,504,479,478,557,445,547,601,447,575,588,508,566,589,,,,,,26,19,17,26,19,21,20,17,15,26,17,21,21,,,,,,160,157,157,157,178,155,170,149,133,180,160,168,185
IA,2010,mcdv,implemented,,,,,,504,479,478,557,445,547,601,447,575,588,508,566,589,,,,,,26,19,17,26,19,21,20,17,15,26,17,21,21,,,,,,160,157,157,157,178,155,170,149,133,180,160,168,185
IA,2010,mcdvsurrender,implemented,,,,,,504,479,478,557,445,547,601,447,575,588,508,566,589,,,,,,26,19,17,26,19,21,20,17,15,26,17,21,21,,,,,,160,157,157,157,178,155,170,149,133,180,160,168,185
IA,2011,ccbackgroundnics,implemented,,,,,504,479,478,557,445,547,601,447,575,588,508,566,589,649,,,,,26,19,17,26,19,21,20,17,15,26,17,21,21,26,,,,,160,157,157,157,178,155,170,149,133,180,160,168,185,175
IA,2011,ccrevoke,implemented,,,,,504,479,478,557,445,547,601,447,575,588,508,566,589,649,,,,,26,19,17,26,19,21,20,17,15,26,17,21,21,26,,,,,160,157,157,157,178,155,170,149,133,180,160,168,185,175
IA,2011,mayissue,removal,,,,,504,479,478,557,445,547,601,447,575,588,508,566,589,649,,,,,26,19,17,26,19,21,20,17,15,26,17,21,21,26,,,,,160,157,157,157,178,155,170,149,133,180,160,168,185,175
ID,2000,elementary,implemented,,,,,,,,,,,,,,,,510,624,624,,,,,,,,,,,,,,,,15,12,19,,,,,,,,,,,,,,,,125,107,136
ID,2008,preemptionbroad,removal,,,,,,,,510,624,624,592,460,517,412,480,468,355,401,,,,,,,,15,12,19,16,11,18,23,19,25,13,5,,,,,,,,125,107,136,137,137,151,160,145,147,149,176
ID,2008,preemptionnarrow,removal,,,,,,,,510,624,624,592,460,517,412,480,468,355,401,,,,,,,,15,12,19,16,11,18,23,19,25,13,5,,,,,,,,125,107,136,137,137,151,160,145,147,149,176
ID,2015,ccbackgroundnics,implemented,510,624,624,592,460,517,412,480,468,355,401,361,350,398,396,376,483,613,15,12,19,16,11,18,23,19,25,13,5,12,14,17,14,12,23,16,125,107,136,137,137,151,160,145,147,149,176,182,167,176,200,182,215,215
ID,2016,ccbackground,removal,624,624,592,460,517,412,480,468,355,401,361,350,398,396,376,483,613,,12,19,16,11,18,23,19,25,13,5,12,14,17,14,12,23,16,,107,136,137,137,151,160,145,147,149,176,182,167,176,200,182,215,215,
ID,2016,ccbackgroundnics,removal,624,624,592,460,517,412,480,468,355,401,361,350,398,396,376,483,613,,12,19,16,11,18,23,19,25,13,5,12,14,17,14,12,23,16,,107,136,137,137,151,160,145,147,149,176,182,167,176,200,182,215,215,
ID,2016,ccrevoke,removal,624,624,592,460,517,412,480,468,355,401,361,350,398,396,376,483,613,,12,19,16,11,18,23,19,25,13,5,12,14,17,14,12,23,16,,107,136,137,137,151,160,145,147,149,176,182,167,176,200,182,215,215,
ID,2016,permitconcealed,removal,624,624,592,460,517,412,480,468,355,401,361,350,398,396,376,483,613,,12,19,16,11,18,23,19,25,13,5,12,14,17,14,12,23,16,,107,136,137,137,151,160,145,147,149,176,182,167,176,200,182,215,215,
IL,2000,cap14,implemented,,,,,,,,,,,,,,,,567,479,532,,,,,,,,,,,,,,,,459,415,216,,,,,,,,,,,,,,,,481,431,505
IL,2000,capuses,implemented,,,,,,,,,,,,,,,,567,479,532,,,,,,,,,,,,,,,,459,415,216,,,,,,,,,,,,,,,,481,431,505
IL,2000,traffickingprohibited,implemented,,,,,,,,,,,,,,,,567,479,532,,,,,,,,,,,,,,,,459,415,216,,,,,,,,,,,,,,,,481,431,505
IL,2000,traffickingprohibitedh,implemented,,,,,,,,,,,,,,,,567,479,532,,,,,,,,,,,,,,,,459,415,216,,,,,,,,,,,,,,,,481,431,505
IL,2005,gunshow,implemented,,,,,,,,,,,567,479,532,653,528,639,498,539,,,,,,,,,,,459,415,216,486,482,352,345,397,,,,,,,,,,,481,431,505,466,404,387,424,372
IL,2005,gunshowh,implemented,,,,,,,,,,,567,479,532,653,528,639,498,539,,,,,,,,,,,459,415,216,486,482,352,345,397,,,,,,,,,,,481,431,505,466,404,387,424,372
IL,2006,lockd,implemented,,,,,,,,,,567,479,532,653,528,639,498,539,595,,,,,,,,,,459,415,216,486,482,352,345,397,346,,,,,,,,,,481,431,505,466,404,387,424,372,423
IL,2010,exparte,implemented,,,,,,567,479,532,653,528,639,498,539,595,760,624,805,677,,,,,,459,415,216,486,482,352,345,397,346,422,390,358,392,,,,,,481,431,505,466,404,387,424,372,423,438,402,442,461
IL,2010,expartedating,implemented,,,,,,567,479,532,653,528,639,498,539,595,760,624,805,677,,,,,,459,415,216,486,482,352,345,397,346,422,390,358,392,,,,,,481,431,505,466,404,387,424,372,423,438,402,442,461
IL,2010,expartesurrender,implemented,,,,,,567,479,532,653,528,639,498,539,595,760,624,805,677,,,,,,459,415,216,486,482,352,345,397,346,422,390,358,392,,,,,,481,431,505,466,404,387,424,372,423,438,402,442,461
IL,2010,expartesurrenderdating,implemented,,,,,,567,479,532,653,528,639,498,539,595,760,624,805,677,,,,,,459,415,216,486,482,352,345,397,346,422,390,358,392,,,,,,481,431,505,466,404,387,424,372,423,438,402,442,461
IL,2010,expartesurrendernoconditions,implemented,,,,,,567,479,532,653,528,639,498,539,595,760,624,805,677,,,,,,459,415,216,486,482,352,345,397,346,422,390,358,392,,,,,,481,431,505,466,404,387,424,372,423,438,402,442,461
IL,2013,invoutpatient,implemented,,,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,,,459,415,216,486,482,352,345,397,346,422,390,358,392,433,370,384,,,481,431,505,466,404,387,424,372,423,438,402,442,461,490,496,533
IL,2013,loststolen,implemented,,,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,,,459,415,216,486,482,352,345,397,346,422,390,358,392,433,370,384,,,481,431,505,466,404,387,424,372,423,438,402,442,461,490,496,533
IL,2013,mayissue,removal,,,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,,,459,415,216,486,482,352,345,397,346,422,390,358,392,433,370,384,,,481,431,505,466,404,387,424,372,423,438,402,442,461,490,496,533
IL,2013,mcdvsurrender,implemented,,,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,,,459,415,216,486,482,352,345,397,346,422,390,358,392,433,370,384,,,481,431,505,466,404,387,424,372,423,438,402,442,461,490,496,533
IL,2013,mcdvsurrenderdating,implemented,,,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,,,459,415,216,486,482,352,345,397,346,422,390,358,392,433,370,384,,,481,431,505,466,404,387,424,372,423,438,402,442,461,490,496,533
IL,2013,opencarryh,removal,,,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,,,459,415,216,486,482,352,345,397,346,422,390,358,392,433,370,384,,,481,431,505,466,404,387,424,372,423,438,402,442,461,490,496,533
IL,2013,preemption,removal,,,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,,,459,415,216,486,482,352,345,397,346,422,390,358,392,433,370,384,,,481,431,505,466,404,387,424,372,423,438,402,442,461,490,496,533
IL,2013,preemptionnarrow,removal,,,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,,,459,415,216,486,482,352,345,397,346,422,390,358,392,433,370,384,,,481,431,505,466,404,387,424,372,423,438,402,442,461,490,496,533
IL,2013,relinquishment,implemented,,,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,,,459,415,216,486,482,352,345,397,346,422,390,358,392,433,370,384,,,481,431,505,466,404,387,424,372,423,438,402,442,461,490,496,533
IL,2013,showing,removal,,,567,479,532,653,528,639,498,539,595,760,624,805,677,728,766,552,,,459,415,216,486,482,352,345,397,346,422,390,358,392,433,370,384,,,481,431,505,466,404,387,424,372,423,438,402,442,461,490,496,533
IN,2001,immunity,removal,,,,,,,,,,,,,,,1822,1484,1665,1599,,,,,,,,,,,,,,,225,194,238,197,,,,,,,,,,,,,,,368,411,411,448
IN,2003,mcdv,implemented,,,,,,,,,,,,,1822,1484,1665,1599,1415,1511,,,,,,,,,,,,,225,194,238,197,228,202,,,,,,,,,,,,,368,411,411,448,418,385
IN,2006,gvrolawenforcement,implemented,,,,,,,,,,1822,1484,1665,1599,1415,1511,1584,701,1719,,,,,,,,,,225,194,238,197,228,202,233,230,228,,,,,,,,,,368,411,411,448,418,385,416,442,392
IN,2006,nosyg,removal,,,,,,,,,,1822,1484,1665,1599,1415,1511,1584,701,1719,,,,,,,,,,225,194,238,197,228,202,233,230,228,,,,,,,,,,368,411,411,448,418,385,416,442,392
IN,2014,traffickingprohibitedh,implemented,,1822,1484,1665,1599,1415,1511,1584,701,1719,1735,1723,514,1662,2103,2024,2438,2790,,225,194,238,197,228,202,233,230,228,216,208,201,181,224,263,236,213,,368,411,411,448,418,385,416,442,392,450,458,455,411,513,523,528,517
IN,2016,mcdvdating,implemented,1484,1665,1599,1415,1511,1584,701,1719,1735,1723,514,1662,2103,2024,2438,2790,3233,,194,238,197,228,202,233,230,228,216,208,201,181,224,263,236,213,286,,411,411,448,418,385,416,442,392,450,458,455,411,513,523,528,517,591,
KS,2002,immunity,removal,,,,,,,,,,,,,,242,219,243,768,488,,,,,,,,,,,,,,0,22,40,28,47,,,,,,,,,,,,,,166,186,160,184,211
KS,2005,preemption,removal,,,,,,,,,,,242,219,243,768,488,1420,461,2234,,,,,,,,,,,0,22,40,28,47,41,52,68,,,,,,,,,,,166,186,160,184,211,204,188,211
KS,2005,preemptionbroad,removal,,,,,,,,,,,242,219,243,768,488,1420,461,2234,,,,,,,,,,,0,22,40,28,47,41,52,68,,,,,,,,,,,166,186,160,184,211,204,188,211
KS,2005,preemptionnarrow,removal,,,,,,,,,,,242,219,243,768,488,1420,461,2234,,,,,,,,,,,0,22,40,28,47,41,52,68,,,,,,,,,,,166,186,160,184,211,204,188,211
KS,2006,alctreatment,implemented,,,,,,,,,,242,219,243,768,488,1420,461,2234,2624,,,,,,,,,,0,22,40,28,47,41,52,68,66,,,,,,,,,,166,186,160,184,211,204,188,211,213
KS,2006,nosyg,removal,,,,,,,,,,242,219,243,768,488,1420,461,2234,2624,,,,,,,,,,0,22,40,28,47,41,52,68,66,,,,,,,,,,166,186,160,184,211,204,188,211,213
KS,2007,ccbackgroundnics,removal,,,,,,,,,242,219,243,768,488,1420,461,2234,2624,1786,,,,,,,,,0,22,40,28,47,41,52,68,66,58,,,,,,,,,166,186,160,184,211,204,188,211,213,185
KS,2007,ccrenewbackground,removal,,,,,,,,,242,219,243,768,488,1420,461,2234,2624,1786,,,,,,,,,0,22,40,28,47,41,52,68,66,58,,,,,,,,,166,186,160,184,211,204,188,211,213,185
KS,2007,mayissue,removal,,,,,,,,,242,219,243,768,488,1420,461,2234,2624,1786,,,,,,,,,0,22,40,28,47,41,52,68,66,58,,,,,,,,,166,186,160,184,211,204,188,211,213,185
KS,2007,showing,removal,,,,,,,,,242,219,243,768,488,1420,461,2234,2624,1786,,,,,,,,,0,22,40,28,47,41,52,68,66,58,,,,,,,,,166,186,160,184,211,204,188,211,213,185
KS,2008,stalking,removal,,,,,,,,242,219,243,768,488,1420,461,2234,2624,1786,1820,,,,,,,,0,22,40,28,47,41,52,68,66,58,80,,,,,,,,166,186,160,184,211,204,188,211,213,185,200
KS,2010,ccrenewbackground,implemented,,,,,,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,,,,,,0,22,40,28,47,41,52,68,66,58,80,69,74,,,,,,166,186,160,184,211,204,188,211,213,185,200,210,233
KS,2010,danger,implemented,,,,,,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,,,,,,0,22,40,28,47,41,52,68,66,58,80,69,74,,,,,,166,186,160,184,211,204,188,211,213,185,200,210,233
KS,2010,elementary,removal,,,,,,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,,,,,,0,22,40,28,47,41,52,68,66,58,80,69,74,,,,,,166,186,160,184,211,204,188,211,213,185,200,210,233
KS,2010,invcommitment,implemented,,,,,,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,,,,,,0,22,40,28,47,41,52,68,66,58,80,69,74,,,,,,166,186,160,184,211,204,188,211,213,185,200,210,233
KS,2015,ccbackground,removal,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,2046,1971,2073,2352,2223,0,22,40,28,47,41,52,68,66,58,80,69,74,53,71,57,83,59,166,186,160,184,211,204,188,211,213,185,200,210,233,297,241,238,224,257
KS,2015,ccrenewbackground,removal,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,2046,1971,2073,2352,2223,0,22,40,28,47,41,52,68,66,58,80,69,74,53,71,57,83,59,166,186,160,184,211,204,188,211,213,185,200,210,233,297,241,238,224,257
KS,2015,ccrevoke,removal,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,2046,1971,2073,2352,2223,0,22,40,28,47,41,52,68,66,58,80,69,74,53,71,57,83,59,166,186,160,184,211,204,188,211,213,185,200,210,233,297,241,238,224,257
KS,2015,permitconcealed,removal,242,219,243,768,488,1420,461,2234,2624,1786,1820,2016,2016,2046,1971,2073,2352,2223,0,22,40,28,47,41,52,68,66,58,80,69,74,53,71,57,83,59,166,186,160,184,211,204,188,211,213,185,200,210,233,297,241,238,224,257
KY,2006,ccbackgroundnics,implemented,,,,,,,,,,818,592,524,605,491,580,1063,1070,1152,,,,,,,,,,54,48,56,53,56,130,123,96,125,,,,,,,,,,334,373,331,364,400,377,373,383,422
KY,2006,ccrenewbackground,implemented,,,,,,,,,,818,592,524,605,491,580,1063,1070,1152,,,,,,,,,,54,48,56,53,56,130,123,96,125,,,,,,,,,,334,373,331,364,400,377,373,383,422
KY,2006,nosyg,removal,,,,,,,,,,818,592,524,605,491,580,1063,1070,1152,,,,,,,,,,54,48,56,53,56,130,123,96,125,,,,,,,,,,334,373,331,364,400,377,373,383,422
LO,2006,nosyg,removal,,,,,,,,,,4679,4250,5104,4879,4704,4445,3460,4797,4760,,,,,,,,,,317,384,359,430,450,433,323,383,454,,,,,,,,,,380,321,345,349,316,371,339,322,328
LO,2014,ccbackgroundnics,implemented,,4679,4250,5104,4879,4704,4445,3460,4797,4760,4335,4308,3501,3938,2737,3847,3864,4556,,317,384,359,430,450,433,323,383,454,311,399,366,389,380,352,341,385,,380,321,345,349,316,371,339,322,328,345,325,377,377,375,408,444,468
LO,2014,dvro,implemented,,4679,4250,5104,4879,4704,4445,3460,4797,4760,4335,4308,3501,3938,2737,3847,3864,4556,,317,384,359,430,450,433,323,383,454,311,399,366,389,380,352,341,385,,380,321,345,349,316,371,339,322,328,345,325,377,377,375,408,444,468
LO,2014,dvrodating,implemented,,4679,4250,5104,4879,4704,4445,3460,4797,4760,4335,4308,3501,3938,2737,3847,3864,4556,,317,384,359,430,450,433,323,383,454,311,399,366,389,380,352,341,385,,380,321,345,349,316,371,339,322,328,345,325,377,377,375,408,444,468
LO,2014,mcdv,implemented,,4679,4250,5104,4879,4704,4445,3460,4797,4760,4335,4308,3501,3938,2737,3847,3864,4556,,317,384,359,430,450,433,323,383,454,311,399,366,389,380,352,341,385,,380,321,345,349,316,371,339,322,328,345,325,377,377,375,408,444,468
MD,2000,lockd,implemented,,,,,,,,,,,,,,,,1207,3330,2236,,,,,,,,,,,,,,,,315,313,336,,,,,,,,,,,,,,,,239,240,217
MD,2000,microstamp,implemented,,,,,,,,,,,,,,,,1207,3330,2236,,,,,,,,,,,,,,,,315,313,336,,,,,,,,,,,,,,,,239,240,217
MD,2000,personalized,implemented,,,,,,,,,,,,,,,,1207,3330,2236,,,,,,,,,,,,,,,,315,313,336,,,,,,,,,,,,,,,,239,240,217
MD,2002,training,implemented,,,,,,,,,,,,,,1207,3330,2236,1228,2381,,,,,,,,,,,,,,315,313,336,350,366,,,,,,,,,,,,,,239,240,217,229,236
MD,2003,defactoregh,implemented,,,,,,,,,,,,,1207,3330,2236,1228,2381,2278,,,,,,,,,,,,,315,313,336,350,366,388,,,,,,,,,,,,,239,240,217,229,236,244
MD,2003,strawpurchaseh,implemented,,,,,,,,,,,,,1207,3330,2236,1228,2381,2278,,,,,,,,,,,,,315,313,336,350,366,388,,,,,,,,,,,,,239,240,217,229,236,244
MD,2009,dvrosurrender,implemented,,,,,,,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,,,,,,,315,313,336,350,366,388,424,405,426,375,313,305,,,,,,,239,240,217,229,236,244,217,238,230,259,252,222
MD,2009,dvrosurrendernoconditions,implemented,,,,,,,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,,,,,,,315,313,336,350,366,388,424,405,426,375,313,305,,,,,,,239,240,217,229,236,244,217,238,230,259,252,222
MD,2011,violent,implemented,,,,,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,,,,,315,313,336,350,366,388,424,405,426,375,313,305,281,298,,,,,239,240,217,229,236,244,217,238,230,259,252,222,238,269
MD,2013,ammrestrict,implemented,,,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,,,315,313,336,350,366,388,424,405,426,375,313,305,281,298,278,226,,,239,240,217,229,236,244,217,238,230,259,252,222,238,269,257,275
